Team,W/L,TeamPoints,OpponentPoints,Point-Diff
NYK,L,104,116,-12
NYK,L,102,117,-15
NYK,L,91,103,-12
NYK,W,115,86,29
NYK,L,100,105,-5
NYK,L,97,115,-18
NYK,W,99,88,11
NYK,L,102,104,-2
NYK,W,111,107,4
NYK,W,113,109,4
NYK,W,111,104,7
NYK,W,111,96,15
NYK,L,91,109,-18
NYK,W,102,93,9
NYK,L,101,104,-3
NYK,L,98,105,-7
NYK,L,87,92,-5
NYK,L,107,119,-12
NYK,W,105,103,2
NYK,L,91,100,-9
NYK,L,103,121,-18
NYK,L,103,107,-4
NYK,W,100,96,4
NYK,L,119,122,-3
NYK,L,108,118,-10
NYK,L,118,123,-5
NYK,W,119,104,15
NYK,L,99,105,-6
NYK,W,117,115,2
NYK,L,107,127,-20
NYK,L,112,123,-11
NYK,L,118,130,-12
NYK,W,107,85,22
NYK,W,111,95,16
NYK,L,73,103,-30
NYK,L,90,92,-2
NYK,L,96,99,-3
NYK,L,89,103,-14
NYK,L,88,113,-25
NYK,L,113,121,-8
NYK,L,92,108,-16
NYK,L,113,118,-5
NYK,W,120,113,7
NYK,L,112,121,-9
NYK,L,111,125,-14
NYK,L,105,128,-23
NYK,L,99,102,-3
NYK,L,87,111,-24
NYK,L,112,120,-8
NYK,L,106,132,-26
NYK,L,97,110,-13
NYK,L,110,118,-8
NYK,W,124,101,23
NYK,W,110,92,18
NYK,L,98,119,-21
NYK,L,104,108,-4
NYK,W,101,97,4
OKC,W,105,84,21
OKC,L,87,96,-9
OKC,L,113,115,-2
OKC,W,114,96,18
OKC,L,116,119,-3
OKC,W,101,69,32
OKC,W,110,91,19
OKC,L,94,101,-7
OKC,L,99,103,-4
OKC,L,86,94,-8
OKC,L,94,102,-8
OKC,W,120,111,9
OKC,W,112,99,13
OKC,W,92,79,13
OKC,L,101,104,-3
OKC,L,107,114,-7
OKC,W,108,91,17
OKC,L,98,99,-1
OKC,L,81,97,-16
OKC,L,108,121,-13
OKC,W,111,107,4
OKC,W,90,87,3
OKC,W,100,94,6
OKC,L,95,100,-5
OKC,W,102,101,1
OKC,L,103,116,-13
OKC,W,100,95,5
OKC,W,119,117,2
OKC,L,96,111,-15
OKC,W,95,94,1
OKC,W,107,79,28
OKC,W,120,117,3
OKC,W,103,89,14
OKC,W,112,107,5
OKC,W,124,107,17
OKC,L,95,97,-2
OKC,L,113,116,-3
OKC,W,133,96,37
OKC,W,127,117,10
OKC,L,100,114,-14
OKC,L,106,117,-11
OKC,L,88,104,-16
OKC,W,101,91,10
OKC,W,95,88,7
OKC,W,114,90,24
OKC,W,148,124,24
OKC,W,109,108,1
OKC,W,121,112,9
OKC,W,121,108,13
OKC,W,122,112,10
OKC,L,96,102,-6
OKC,L,124,127,-3
OKC,L,100,114,-14
OKC,L,104,108,-4
OKC,W,125,105,20
OKC,L,81,106,-25
OKC,W,110,92,18
OKC,L,112,120,-8
OKC,W,121,114,7
OKC,W,110,107,3
OKC,L,80,112,-32
OKC,W,112,105,7
OKC,W,111,110,1
OKC,W,124,116,8
OKC,L,100,108,-8
OKC,L,112,122,-10
OKC,W,115,87,28
OKC,W,104,94,10
OKC,W,106,101,5
OKC,W,119,107,12
OKC,W,121,113,8
OKC,W,132,125,7
OKC,L,99,100,-1
OKC,W,105,99,6
OKC,L,105,108,-3
ORL,W,116,109,7
ORL,L,121,126,-5
ORL,W,114,93,21
ORL,W,125,121,4
ORL,W,114,87,27
ORL,L,113,120,-7
ORL,W,115,99,16
ORL,W,101,99,2
ORL,L,83,105,-22
ORL,L,88,104,-16
ORL,W,112,99,13
ORL,W,128,112,16
ORL,L,107,125,-18
ORL,L,100,110,-10
ORL,L,94,99,-5
ORL,L,85,125,-40
ORL,L,97,105,-8
ORL,L,118,124,-6
ORL,L,103,118,-15
ORL,L,111,130,-19
ORL,L,109,121,-12
ORL,W,121,108,13
ORL,L,112,133,-21
ORL,W,105,100,5
ORL,L,94,104,-10
ORL,W,110,106,4
ORL,L,89,103,-14
ORL,L,110,117,-7
ORL,L,95,106,-11
ORL,L,88,95,-7
ORL,L,110,114,-4
ORL,L,94,112,-18
ORL,L,97,111,-14
ORL,L,103,130,-27
ORL,L,89,107,-18
ORL,W,102,89,13
ORL,L,111,117,-6
ORL,L,95,98,-3
ORL,L,98,116,-18
ORL,L,127,131,-4
ORL,L,99,114,-15
ORL,L,103,110,-7
ORL,L,119,125,-6
ORL,W,108,102,6
ORL,L,103,104,-1
ORL,W,103,95,8
ORL,L,99,105,-6
ORL,L,112,114,-2
ORL,L,107,114,-7
ORL,W,127,105,22
ORL,L,98,115,-17
ORL,W,111,109,2
ORL,W,116,98,18
ORL,W,100,98,2
ORL,L,104,111,-7
ORL,L,101,105,-4
ORL,L,102,104,-2
ORL,L,113,120,-7
ORL,L,105,116,-11
ORL,L,105,112,-7
ORL,L,104,117,-13
ORL,W,115,106,9
ORL,W,107,100,7
ORL,L,80,94,-14
ORL,L,107,108,-1
ORL,L,88,94,-6
ORL,L,105,113,-8
ORL,L,72,108,-36
ORL,W,126,117,9
ORL,L,83,92,-9
ORL,L,86,93,-7
ORL,L,98,118,-20
ORL,W,105,99,6
PHI,L,115,120,-5
PHI,L,92,102,-10
PHI,L,94,128,-34
PHI,W,97,86,11
PHI,L,104,105,-1
PHI,W,112,110,2
PHI,W,115,107,8
PHI,W,119,109,10
PHI,W,121,110,11
PHI,W,104,97,7
PHI,L,108,109,-1
PHI,L,114,135,-21
PHI,W,109,105,4
PHI,W,115,109,6
PHI,L,116,124,-8
PHI,W,107,86,21
PHI,W,101,81,20
PHI,W,130,111,19
PHI,L,91,113,-22
PHI,W,118,113,5
PHI,L,97,108,-11
PHI,W,108,103,5
PHI,L,101,115,-14
PHI,L,104,107,-3
PHI,L,98,105,-7
PHI,L,124,131,-7
PHI,W,118,112,6
PHI,L,117,119,-2
PHI,L,115,117,-2
PHI,L,95,101,-6
PHI,L,109,114,-5
PHI,L,86,102,-16
PHI,W,105,98,7
PHI,L,110,114,-4
PHI,W,107,102,5
PHI,W,123,110,13
PHI,W,112,106,6
PHI,W,114,78,36
PHI,L,103,114,-11
PHI,W,117,111,6
PHI,W,89,80,9
PHI,W,116,94,22
PHI,L,101,105,-4
PHI,W,115,101,14
PHI,W,97,78,19
PHI,L,112,122,-10
PHI,L,95,107,-12
PHI,L,108,116,-8
PHI,W,103,97,6
PHI,L,92,100,-8
PHI,W,115,102,13
PHI,W,100,82,18
PHI,W,112,98,14
PHI,W,108,92,16
PHI,W,104,102,2
PHI,W,116,115,1
PHI,W,116,105,11
PHI,L,94,109,-15
PHI,L,101,102,-1
PHI,W,108,97,11
PHI,W,110,99,11
PHI,L,110,118,-8
PHI,W,128,114,14
PHI,L,99,108,-9
PHI,W,120,97,23
PHI,L,98,101,-3
PHI,W,118,110,8
PHI,W,120,116,4
PHI,W,108,94,14
PHI,W,119,105,14
PHI,W,118,98,20
PHI,W,120,108,12
PHO,L,76,124,-48
PHO,L,130,132,-2
PHO,L,88,130,-42
PHO,W,117,115,2
PHO,W,97,88,9
PHO,L,107,114,-7
PHO,W,122,114,8
PHO,W,122,116,6
PHO,L,107,120,-13
PHO,L,95,112,-17
PHO,L,92,98,-6
PHO,L,115,126,-11
PHO,L,112,128,-16
PHO,W,118,110,8
PHO,L,93,100,-7
PHO,L,116,142,-26
PHO,W,122,113,9
PHO,W,113,105,8
PHO,L,107,113,-6
PHO,L,91,115,-24
PHO,L,108,119,-11
PHO,W,104,99,5
PHO,L,107,131,-24
PHO,L,111,116,-5
PHO,W,115,101,14
PHO,L,113,126,-13
PHO,L,99,109,-10
PHO,L,101,104,-3
PHO,L,92,99,-7
PHO,L,109,115,-6
PHO,W,108,106,2
PHO,W,97,91,6
PHO,L,95,108,-13
PHO,W,97,95,2
PHO,L,106,115,-9
PHO,W,99,97,2
PHO,W,111,101,10
PHO,L,110,123,-13
PHO,W,104,103,1
PHO,L,111,134,-23
PHO,L,89,103,-14
PHO,W,114,100,14
PHO,L,95,112,-17
PHO,L,97,120,-23
PHO,L,111,118,-7
PHO,W,108,100,8
PHO,L,105,109,-4
PHO,L,101,116,-15
PHO,L,85,107,-22
PHO,L,102,113,-11
PHO,L,109,120,-11
PHO,W,102,88,14
PHO,L,97,129,-32
PHO,L,110,115,-5
PHO,L,93,112,-19
PHO,L,81,129,-48
PHO,L,113,123,-10
PHO,L,83,129,-46
PHO,L,97,107,-10
PHO,L,117,128,-11
PHO,L,104,106,-2
PHO,L,116,125,-9
PHO,W,110,102,8
PHO,L,116,124,-8
PHO,L,112,113,-1
PHO,L,103,125,-22
PHO,L,87,115,-28
PHO,L,115,122,-7
PHO,L,107,129,-22
PHO,L,88,116,-28
PHO,L,109,124,-15
PHO,L,88,115,-27
PHO,L,95,120,-25
PHO,L,99,105,-6
POR,W,124,76,48
POR,W,114,96,18
POR,L,110,113,-3
POR,W,103,93,10
POR,L,103,104,-1
POR,W,114,107,7
POR,L,85,99,-14
POR,L,103,112,-9
POR,W,113,110,3
POR,W,103,99,4
POR,L,97,98,-1
POR,L,97,101,-4
POR,W,99,82,17
POR,W,99,94,5
POR,L,82,86,-4
POR,W,102,90,12
POR,W,100,92,8
POR,L,81,101,-20
POR,W,127,125,2
POR,W,108,105,3
POR,W,103,91,12
POR,L,91,103,-12
POR,L,116,123,-7
POR,L,92,106,-14
POR,L,117,124,-7
POR,L,104,111,-7
POR,W,102,95,7
POR,W,95,88,7
POR,W,93,91,2
POR,L,107,108,-1
POR,L,91,93,-2
POR,L,85,102,-17
POR,W,95,92,3
POR,W,114,110,4
POR,L,89,104,-15
POR,W,124,120,4
POR,L,110,127,-17
POR,W,110,89,21
POR,W,111,110,1
POR,W,117,106,11
POR,L,112,121,-9
POR,L,113,119,-6
POR,L,103,120,-17
POR,W,118,111,7
POR,W,100,86,14
POR,W,117,108,9
POR,L,101,104,-3
POR,W,123,114,9
POR,W,107,93,14
POR,W,104,96,8
POR,W,124,108,16
POR,L,105,130,-25
POR,L,96,97,-1
POR,L,91,111,-20
POR,W,109,103,6
POR,W,118,100,18
POR,L,96,115,-19
POR,W,123,117,6
POR,W,100,81,19
POR,W,106,104,2
POR,W,116,99,17
POR,W,108,99,9
POR,W,108,100,8
POR,W,108,103,5
POR,W,111,87,24
POR,W,125,108,17
POR,W,115,99,16
POR,W,113,105,8
POR,W,100,87,13
POR,W,122,109,13
POR,L,111,115,-4
POR,L,100,105,-5
POR,W,108,105,3
SAC,L,100,105,-5
SAC,W,93,88,5
SAC,L,79,96,-17
SAC,L,115,117,-2
SAC,L,106,114,-8
SAC,L,83,110,-27
SAC,L,83,101,-18
SAC,L,86,113,-27
SAC,L,99,108,-9
SAC,W,94,86,8
SAC,W,109,108,1
SAC,L,91,118,-27
SAC,L,92,110,-18
SAC,L,80,126,-46
SAC,W,86,82,4
SAC,L,90,102,-12
SAC,L,98,114,-16
SAC,W,113,102,11
SAC,L,95,97,-2
SAC,W,110,106,4
SAC,L,87,112,-25
SAC,W,107,106,1
SAC,L,104,109,-5
SAC,L,95,101,-6
SAC,W,116,109,7
SAC,L,87,102,-15
SAC,W,99,92,7
SAC,L,96,119,-23
SAC,L,93,108,-15
SAC,W,101,95,6
SAC,W,104,99,5
SAC,L,99,108,-9
SAC,L,95,122,-27
SAC,W,109,95,14
SAC,L,101,111,-10
SAC,L,96,114,-18
SAC,L,111,131,-20
SAC,W,106,98,8
SAC,L,100,107,-7
SAC,L,86,99,-13
SAC,L,115,121,-6
SAC,L,105,126,-21
SAC,L,88,95,-7
SAC,L,105,120,-15
SAC,L,88,106,-18
SAC,L,107,112,-5
SAC,W,105,99,6
SAC,W,89,88,1
SAC,L,98,113,-15
SAC,W,114,103,11
SAC,L,104,119,-15
SAC,L,99,106,-7
SAC,W,104,98,6
SAC,L,100,118,-18
SAC,L,106,111,-5
SAC,W,114,109,5
SAC,L,91,100,-9
SAC,L,107,110,-3
SAC,L,108,113,-5
SAC,L,100,118,-18
SAC,L,99,116,-17
SAC,W,116,111,5
SAC,L,91,98,-7
SAC,W,102,99,3
SAC,L,101,114,-13
SAC,W,94,88,6
SAC,L,104,130,-26
SAC,L,101,106,-5
SAC,W,123,119,4
SAC,W,98,93,5
SAC,L,97,103,-6
SAC,L,90,106,-16
SAC,W,105,90,15
SAC,L,93,104,-11
SAS,W,107,99,8
SAS,W,87,77,10
SAS,W,101,97,4
SAS,W,117,100,17
SAS,L,87,114,-27
SAS,L,94,97,-3
SAS,L,94,108,-14
SAS,L,92,112,-20
SAS,W,108,101,7
SAS,W,112,95,17
SAS,W,120,107,13
SAS,L,87,94,-7
SAS,W,133,94,39
SAS,W,97,91,6
SAS,L,86,98,-12
SAS,W,104,101,3
SAS,W,96,85,11
SAS,L,90,107,-17
SAS,W,106,86,20
SAS,W,115,108,7
SAS,W,104,95,9
SAS,W,95,79,16
SAS,L,87,90,-3
SAS,W,96,93,3
SAS,W,117,105,12
SAS,W,105,102,3
SAS,W,104,101,3
SAS,L,89,95,-6
SAS,L,109,124,-15
SAS,W,98,96,2
SAS,W,109,91,18
SAS,W,93,91,2
SAS,L,89,100,-11
SAS,W,108,99,9
SAS,W,109,97,12
SAS,W,119,107,12
SAS,L,79,93,-14
SAS,W,100,91,9
SAS,L,106,112,-6
SAS,W,103,89,14
SAS,L,110,111,-1
SAS,W,107,100,7
SAS,L,81,93,-12
SAS,W,112,80,32
SAS,L,99,102,-3
SAS,W,100,95,5
SAS,L,83,86,-3
SAS,L,86,94,-8
SAS,W,114,102,12
SAS,W,108,85,23
SAS,L,78,97,-19
SAS,W,113,98,15
SAS,W,106,104,2
SAS,L,91,102,-11
SAS,L,111,120,-9
SAS,W,129,81,48
SAS,L,105,122,-17
SAS,L,99,101,-2
SAS,L,109,117,-8
SAS,L,119,122,-3
SAS,W,110,94,16
SAS,L,116,121,-5
SAS,L,112,116,-4
SAS,W,100,98,2
SAS,L,107,110,-3
SAS,L,94,104,-10
SAS,L,93,109,-16
SAS,W,108,72,36
SAS,W,98,93,5
SAS,W,117,101,16
SAS,W,89,75,14
SAS,W,98,90,8
SAS,W,124,120,4
SAS,L,103,106,-3
TOR,W,117,100,17
TOR,W,128,94,34
TOR,L,97,101,-4
TOR,L,112,117,-5
TOR,W,101,92,9
TOR,W,99,85,14
TOR,L,111,129,-18
TOR,W,109,100,9
TOR,L,96,107,-11
TOR,W,119,114,5
TOR,W,122,118,4
TOR,L,94,95,-1
TOR,W,129,113,16
TOR,W,125,116,9
TOR,W,107,84,23
TOR,W,100,91,9
TOR,L,100,108,-8
TOR,L,104,107,-3
TOR,W,112,78,34
TOR,W,126,113,13
TOR,W,120,115,5
TOR,W,126,113,13
TOR,W,116,107,9
TOR,W,102,87,15
TOR,L,91,96,-5
TOR,W,115,109,6
TOR,W,120,87,33
TOR,W,108,93,15
TOR,W,129,111,18
TOR,W,114,109,5
TOR,W,102,86,16
TOR,L,93,98,-5
TOR,L,107,124,-17
TOR,W,111,98,13
TOR,W,131,127,4
TOR,W,124,115,9
TOR,W,129,110,19
TOR,W,114,113,1
TOR,L,89,90,-1
TOR,W,133,99,34
TOR,L,125,127,-2
TOR,L,111,117,-6
TOR,W,96,91,5
TOR,W,86,83,3
TOR,L,109,115,-6
TOR,W,108,93,15
TOR,L,93,97,-4
TOR,W,123,111,12
TOR,W,109,104,5
TOR,L,119,122,-3
TOR,W,130,105,25
TOR,W,101,86,15
TOR,W,111,91,20
TOR,W,113,88,25
TOR,W,123,103,20
TOR,W,115,112,3
TOR,W,122,98,24
TOR,L,119,122,-3
TOR,W,123,94,29
TOR,W,117,104,13
TOR,W,102,95,7
TOR,W,103,98,5
TOR,W,106,90,16
TOR,W,121,119,2
TOR,W,108,105,3
TOR,W,132,106,26
TOR,W,116,102,14
TOR,W,106,99,7
TOR,W,122,115,7
TOR,L,125,132,-7
TOR,W,93,86,7
TOR,L,129,132,-3
TOR,W,116,112,4
TOR,L,106,117,-11
UTA,W,106,96,10
UTA,L,97,100,-3
UTA,W,96,87,9
UTA,L,84,102,-18
UTA,L,88,97,-9
UTA,W,96,81,15
UTA,W,104,89,15
UTA,W,112,103,9
UTA,L,100,109,-9
UTA,L,110,137,-27
UTA,L,97,104,-7
UTA,L,74,84,-10
UTA,W,114,106,8
UTA,L,98,109,-11
UTA,L,101,106,-5
UTA,L,107,118,-11
UTA,W,125,85,40
UTA,L,86,107,-21
UTA,W,110,80,30
UTA,W,121,108,13
UTA,W,106,77,29
UTA,W,126,107,19
UTA,W,114,108,6
UTA,W,116,69,47
UTA,L,94,100,-6
UTA,L,101,112,-11
UTA,L,100,117,-17
UTA,L,100,103,-3
UTA,W,107,95,12
UTA,L,100,109,-9
UTA,L,99,120,-21
UTA,L,79,107,-28
UTA,W,100,89,11
UTA,L,89,103,-14
UTA,L,83,107,-24
UTA,L,101,126,-25
UTA,W,104,101,3
UTA,L,98,108,-10
UTA,L,91,99,-8
UTA,L,102,103,-1
UTA,W,107,104,3
UTA,L,88,99,-11
UTA,L,94,109,-15
UTA,W,120,105,15
UTA,L,115,117,-2
UTA,W,125,113,12
UTA,L,90,104,-14
UTA,W,98,95,3
UTA,W,97,93,4
UTA,W,129,99,30
UTA,W,129,97,32
UTA,W,120,111,9
UTA,W,133,109,24
UTA,W,92,88,4
UTA,W,106,94,12
UTA,W,115,96,19
UTA,W,101,99,2
UTA,W,107,97,10
UTA,L,81,100,-19
UTA,W,97,90,7
UTA,L,85,96,-11
UTA,W,116,108,8
UTA,W,98,91,7
UTA,W,94,80,14
UTA,W,104,84,20
UTA,W,95,78,17
UTA,W,116,99,17
UTA,W,110,79,31
UTA,W,116,88,28
UTA,W,103,97,6
UTA,L,94,99,-5
UTA,W,119,112,7
UTA,L,120,124,-4
UTA,W,110,91,19
WAS,W,120,115,5
WAS,W,115,111,4
WAS,W,109,104,5
WAS,L,99,102,-3
WAS,L,117,120,-3
WAS,W,110,83,27
WAS,L,116,122,-6
WAS,L,122,130,-8
WAS,W,107,96,11
WAS,L,99,113,-14
WAS,W,111,95,16
WAS,W,113,94,19
WAS,W,110,92,18
WAS,W,102,93,9
WAS,L,88,91,-3
WAS,L,91,100,-9
WAS,W,99,88,11
WAS,L,124,129,-5
WAS,L,105,108,-3
WAS,W,92,89,3
WAS,L,113,118,-5
WAS,W,109,91,18
WAS,L,69,116,-47
WAS,W,106,92,14
WAS,W,109,99,10
WAS,L,112,113,-1
WAS,L,98,103,-5
WAS,W,93,87,6
WAS,W,100,91,9
WAS,L,99,106,-7
WAS,W,116,106,10
WAS,L,84,119,-35
WAS,W,130,103,27
WAS,W,111,103,8
WAS,L,99,113,-14
WAS,W,121,103,18
WAS,W,114,110,4
WAS,W,121,103,18
WAS,W,102,100,2
WAS,L,103,110,-7
WAS,L,104,107,-3
WAS,W,125,119,6
WAS,W,119,113,6
WAS,L,95,104,-9
WAS,L,109,133,-24
WAS,W,122,112,10
WAS,L,75,98,-23
WAS,L,112,121,-9
WAS,W,129,104,25
WAS,W,102,96,6
WAS,W,122,119,3
WAS,W,115,98,17
WAS,W,111,102,9
WAS,L,102,115,-13
WAS,L,104,110,-6
WAS,W,101,90,11
WAS,W,118,113,5
WAS,W,110,103,7
WAS,L,105,122,-17
WAS,W,109,94,15
WAS,W,107,104,3
WAS,L,101,109,-8
WAS,L,95,102,-7
WAS,L,95,98,-3
WAS,W,117,113,4
WAS,W,116,97,19
WAS,L,102,129,-27
WAS,L,111,116,-5
WAS,W,125,124,1
WAS,W,109,102,7
WAS,L,90,98,-8
WAS,L,100,108,-8
WAS,L,97,101,-4
