Team, W/L, 3Point,Opp3Point
CHI,L,0.261,0.667
CHI,L,0.379,0.267
CHI,W,0.5,0.476
CHI,L,0.333,0.259
CHI,L,0.306,0.325
CHI,L,0.238,0.4
CHI,L,0.361,0.444
CHI,L,0.424,0.406
CHI,L,0.4,0.367
CHI,L,0.375,0.387
CHI,L,0.361,0.333
CHI,L,0.265,0.361
CHI,L,0.385,0.353
CHI,W,0.333,0.345
CHI,W,0.28,0.292
CHI,W,0.414,0.25
CHI,W,0.412,0.3
CHI,W,0.364,0.273
CHI,W,0.464,0.424
CHI,W,0.333,0.185
CHI,L,0.387,0.414
CHI,L,0.368,0.375
CHI,W,0.357,0.323
CHI,W,0.357,0.174
CHI,W,0.462,0.318
CHI,L,0.229,0.444
CHI,L,0.407,0.424
CHI,L,0.394,0.395
CHI,W,0.5,0.438
CHI,L,0.313,0.484
CHI,L,0.429,0.37
CHI,W,0.455,0.455
CHI,W,0.472,0.414
CHI,W,0.41,0.333
CHI,L,0.256,0.394
CHI,W,0.438,0.229
CHI,L,0.258,0.364
CHI,L,0.297,0.5
CHI,L,0.472,0.208
CHI,L,0.353,0.464
CHI,L,0.382,0.469
CHI,L,0.324,0.36
CHI,L,0.389,0.344
CHI,W,0.346,0.364
CHI,L,0.281,0.342
CHI,W,0.281,0.323
CHI,L,0.167,0.368
CHI,L,0.529,0.379
CHI,L,0.261,0.314
CHI,L,0.261,0.381
CHI,L,0.375,0.429
CHI,W,0.37,0.448
CHI,L,0.364,0.333
CHI,W,0.379,0.345
CHI,L,0.29,0.333
CHI,W,0.459,0.475
CHI,L,0.241,0.276
CHI,W,0.366,0.371
CHI,L,0.471,0.351
CHI,L,0.1,0.314
CHI,L,0.342,0.571
CHI,L,0.462,0.5
CHI,L,0.314,0.381
CLE,W,0.227,0.25
CLE,W,0.423,0.314
CLE,L,0.28,0.486
CLE,W,0.421,0.515
CLE,L,0.343,0.37
CLE,L,0.375,0.394
CLE,L,0.303,0.464
CLE,L,0.226,0.615
CLE,W,0.444,0.393
CLE,L,0.278,0.44
CLE,W,0.5,0.433
CLE,L,0.444,0.348
CLE,W,0.387,0.294
CLE,W,0.356,0.32
CLE,W,0.342,0.231
CLE,W,0.333,0.286
CLE,W,0.485,0.433
CLE,W,0.412,0.378
CLE,W,0.333,0.379
CLE,W,0.405,0.107
CLE,W,0.333,0.323
CLE,W,0.462,0.387
CLE,W,0.458,0.565
CLE,W,0.361,0.265
CLE,W,0.359,0.313
CLE,L,0.306,0.385
CLE,W,0.483,0.333
CLE,W,0.526,0.444
CLE,W,0.417,0.29
CLE,W,0.455,0.5
CLE,W,0.412,0.364
CLE,L,0.39,0.379
CLE,W,0.414,0.387
CLE,L,0.417,0.27
CLE,L,0.387,0.4
CLE,L,0.3,0.323
CLE,W,0.406,0.406
CLE,L,0.25,0.333
CLE,W,0.441,0.378
CLE,L,0.342,0.323
CLE,L,0.231,0.429
CLE,L,0.206,0.476
CLE,L,0.25,0.375
CLE,W,0.294,0.227
CLE,L,0.27,0.467
CLE,L,0.286,0.286
CLE,W,0.351,0.419
CLE,W,0.429,0.389
CLE,L,0.371,0.391
CLE,W,0.231,0.107
CLE,L,0.267,0.373
CLE,L,0.324,0.273
CLE,W,0.512,0.576
CLE,W,0.429,0.364
CLE,W,0.533,0.263
CLE,W,0.444,0.314
CLE,L,0.229,0.4
CLE,W,0.379,0.375
CLE,L,0.235,0.474
CLE,W,0.5,0.375
CLE,L,0.281,0.333
CLE,L,0.375,0.543
CLE,W,0.364,0.353
CLE,W,0.448,0.37
CLE,L,0.333,0.393
CLE,L,0.387,0.382
CLE,W,0.486,0.188
CLE,L,0.333,0.343
CLE,W,0.351,0.471
CLE,W,0.395,0.258
CLE,W,0.625,0.441
CLE,W,0.276,0.25
CLE,W,0.429,0.459
DAL,L,0.378,0.5
DAL,L,0.333,0.435
DAL,L,0.419,0.234
DAL,L,0.31,0.385
DAL,W,0.423,0.387
DAL,L,0.294,0.294
DAL,L,0.475,0.457
DAL,L,0.5,0.457
DAL,L,0.333,0.464
DAL,L,0.265,0.241
DAL,L,0.37,0.417
DAL,W,0.367,0.4
DAL,L,0.294,0.387
DAL,L,0.297,0.469
DAL,L,0.294,0.231
DAL,L,0.211,0.433
DAL,W,0.5,0.24
DAL,L,0.212,0.361
DAL,W,0.321,0.241
DAL,W,0.429,0.371
DAL,L,0.438,0.417
DAL,L,0.333,0.379
DAL,W,0.457,0.273
DAL,W,0.462,0.389
DAL,L,0.321,0.353
DAL,L,0.417,0.333
DAL,L,0.355,0.368
DAL,W,0.375,0.25
DAL,L,0.345,0.5
DAL,L,0.357,0.2
DAL,L,0.297,0.4
DAL,W,0.467,0.292
DAL,L,0.486,0.64
DAL,L,0.273,0.417
DAL,W,0.25,0.31
DAL,W,0.276,0.4
DAL,W,0.564,0.258
DAL,W,0.441,0.313
DAL,L,0.442,0.406
DAL,L,0.438,0.5
DAL,L,0.25,0.375
DAL,W,0.346,0.379
DAL,W,0.417,0.385
DAL,L,0.256,0.308
DAL,L,0.296,0.308
DAL,L,0.4,0.5
DAL,W,0.323,0.219
DAL,L,0.429,0.412
DAL,L,0.333,0.333
DAL,L,0.355,0.364
DAL,L,0.276,0.387
DAL,L,0.278,0.367
DAL,W,0.317,0.296
DAL,L,0.405,0.37
DAL,L,0.243,0.483
DAL,W,0.444,0.471
DAL,L,0.323,0.289
DAL,L,0.375,0.414
DAL,L,0.452,0.394
DAL,L,0.286,0.281
DAL,W,0.378,0.25
DAL,L,0.361,0.278
DAL,L,0.448,0.37
DAL,L,0.435,0.462
DAL,W,0.556,0.306
DAL,W,0.345,0.389
DAL,L,0.161,0.378
DAL,W,0.4,0.32
DAL,L,0.273,0.333
DAL,L,0.545,0.389
DAL,L,0.286,0.4
DAL,L,0.531,0.414
DAL,L,0.293,0.48
DEN,L,0.481,0.375
DEN,W,0.333,0.364
DEN,L,0.348,0.3
DEN,L,0.258,0.419
DEN,W,0.2,0.424
DEN,W,0.55,0.387
DEN,L,0.439,0.406
DEN,W,0.5,0.355
DEN,W,0.391,0.405
DEN,L,0.25,0.45
DEN,W,0.265,0.314
DEN,W,0.333,0.367
DEN,W,0.414,0.355
DEN,L,0.281,0.333
DEN,W,0.514,0.364
DEN,L,0.419,0.375
DEN,W,0.469,0.4
DEN,L,0.303,0.439
DEN,W,0.281,0.375
DEN,L,0.206,0.438
DEN,W,0.387,0.375
DEN,W,0.387,0.3
DEN,L,0.389,0.462
DEN,L,0.457,0.387
DEN,W,0.286,0.238
DEN,L,0.405,0.4
DEN,W,0.333,0.36
DEN,L,0.321,0.44
DEN,W,0.444,0.441
DEN,L,0.324,0.292
DEN,L,0.464,0.333
DEN,W,0.28,0.273
DEN,W,0.25,0.111
DEN,W,0.367,0.286
DEN,L,0.385,0.414
DEN,L,0.219,0.333
DEN,W,0.444,0.371
DEN,W,0.4,0.364
DEN,L,0.382,0.36
DEN,L,0.421,0.433
DEN,L,0.243,0.444
DEN,W,0.318,0.292
DEN,L,0.25,0.519
DEN,W,0.308,0.296
DEN,L,0.2,0.333
DEN,L,0.389,0.424
DEN,W,0.333,0.32
DEN,W,0.5,0.381
DEN,W,0.364,0.355
DEN,L,0.303,0.472
DEN,L,0.435,0.375
DEN,W,0.395,0.321
DEN,W,0.414,0.258
DEN,W,0.529,0.423
DEN,L,0.107,0.463
DEN,W,0.448,0.368
DEN,W,0.313,0.273
DEN,W,0.6,0.346
DEN,W,0.375,0.313
DEN,L,0.345,0.429
DEN,L,0.323,0.269
DEN,W,0.273,0.37
DEN,W,0.543,0.375
DEN,L,0.306,0.556
DEN,L,0.37,0.448
DEN,W,0.484,0.4
DEN,W,0.405,0.194
DEN,L,0.325,0.375
DEN,W,0.429,0.519
DEN,L,0.273,0.406
DEN,L,0.474,0.556
DEN,W,0.571,0.342
DEN,W,0.5,0.5
DET,W,0.346,0.3
DET,L,0.435,0.353
DET,W,0.3,0.267
DET,L,0.2,0.375
DET,W,0.441,0.36
DET,W,0.321,0.395
DET,W,0.444,0.37
DET,L,0.303,0.462
DET,W,0.308,0.4
DET,W,0.542,0.476
DET,W,0.444,0.292
DET,W,0.4,0.333
DET,W,0.5,0.351
DET,L,0.405,0.364
DET,L,0.424,0.536
DET,W,0.32,0.227
DET,L,0.433,0.485
DET,W,0.378,0.25
DET,W,0.44,0.485
DET,W,0.464,0.318
DET,L,0.3,0.333
DET,L,0.29,0.357
DET,L,0.296,0.452
DET,L,0.333,0.364
DET,L,0.444,0.269
DET,L,0.303,0.367
DET,L,0.36,0.333
DET,W,0.433,0.355
DET,W,0.406,0.3
DET,W,0.5,0.515
DET,L,0.292,0.467
DET,W,0.4,0.333
DET,W,0.353,0.286
DET,L,0.391,0.423
DET,W,0.333,0.192
DET,L,0.375,0.5
DET,L,0.318,0.467
DET,W,0.48,0.319
DET,L,0.296,0.273
DET,W,0.476,0.324
DET,L,0.414,0.472
DET,L,0.517,0.476
DET,L,0.357,0.355
DET,L,0.333,0.457
DET,L,0.31,0.419
DET,L,0.226,0.323
DET,L,0.364,0.424
DET,L,0.389,0.429
DET,W,0.391,0.371
DET,W,0.28,0.258
DET,W,0.346,0.389
DET,W,0.5,0.303
DET,W,0.375,0.333
DET,L,0.323,0.333
DET,L,0.394,0.345
DET,L,0.257,0.412
DET,W,0.394,0.182
DET,L,0.303,0.436
DET,L,0.222,0.457
DET,L,0.318,0.447
DET,W,0.31,0.333
DET,L,0.414,0.361
DET,L,0.292,0.414
DET,L,0.353,0.364
DET,L,0.5,0.3
DET,W,0.333,0.29
DET,L,0.2,0.382
DET,L,0.519,0.429
DET,L,0.4,0.258
DET,W,0.483,0.261
DET,W,0.417,0.206
DET,L,0.158,0.235
DET,W,0.381,0.314
GSW,L,0.533,0.366
GSW,W,0.45,0.444
GSW,L,0.316,0.37
GSW,W,0.385,0.31
GSW,W,0.462,0.235
GSW,W,0.263,0.455
GSW,L,0.37,0.444
GSW,W,0.483,0.4
GSW,W,0.5,0.292
GSW,W,0.45,0.25
GSW,W,0.344,0.308
GSW,W,0.417,0.208
GSW,W,0.519,0.429
GSW,W,0.348,0.313
GSW,L,0.313,0.219
GSW,W,0.304,0.345
GSW,W,0.417,0.333
GSW,L,0.323,0.32
GSW,W,0.444,0.361
GSW,W,0.303,0.355
GSW,L,0.432,0.529
GSW,W,0.4,0.375
GSW,W,0.5,0.393
GSW,W,0.367,0.378
GSW,W,0.485,0.41
GSW,W,0.367,0.316
GSW,W,0.269,0.444
GSW,W,0.5,0.25
GSW,W,0.5,0.345
GSW,W,0.324,0.4
GSW,W,0.333,0.387
GSW,W,0.292,0.379
GSW,L,0.111,0.25
GSW,W,0.27,0.417
GSW,W,0.478,0.261
GSW,L,0.364,0.3
GSW,W,0.545,0.714
GSW,W,0.406,0.442
GSW,W,0.433,0.34
GSW,W,0.333,0.273
GSW,W,0.433,0.421
GSW,L,0.348,0.458
GSW,W,0.333,0.393
GSW,W,0.375,0.32
GSW,W,0.375,0.25
GSW,W,0.394,0.256
GSW,L,0.472,0.378
GSW,W,0.433,0.409
GSW,W,0.568,0.3
GSW,W,0.37,0.5
GSW,L,0.2,0.5
GSW,W,0.515,0.4
GSW,L,0.258,0.414
GSW,L,0.286,0.387
GSW,W,0.483,0.243
GSW,W,0.444,0.185
GSW,W,0.423,0.13
GSW,L,0.351,0.364
GSW,W,0.56,0.344
GSW,W,0.447,0.265
GSW,W,0.484,0.4
GSW,W,0.417,0.344
GSW,W,0.355,0.429
GSW,W,0.478,0.265
GSW,W,0.267,0.273
GSW,L,0.429,0.41
GSW,L,0.278,0.3
GSW,W,0.3,0.316
GSW,L,0.462,0.452
GSW,W,0.419,0.458
GSW,L,0.158,0.348
GSW,W,0.4,0.344
GSW,L,0.4,0.429
HOU,W,0.366,0.533
HOU,W,0.267,0.348
HOU,W,0.234,0.419
HOU,L,0.237,0.316
HOU,W,0.308,0.333
HOU,W,0.386,0.379
HOU,L,0.368,0.424
HOU,L,0.277,0.417
HOU,W,0.365,0.296
HOU,W,0.34,0.333
HOU,W,0.59,0.382
HOU,W,0.348,0.444
HOU,W,0.356,0.3
HOU,W,0.362,0.364
HOU,L,0.308,0.467
HOU,W,0.477,0.333
HOU,W,0.419,0.259
HOU,W,0.439,0.303
HOU,W,0.383,0.235
HOU,W,0.4,0.256
HOU,W,0.45,0.25
HOU,W,0.378,0.321
HOU,W,0.429,0.367
HOU,W,0.4,0.439
HOU,W,0.378,0.545
HOU,W,0.378,0.19
HOU,W,0.36,0.385
HOU,W,0.314,0.296
HOU,W,0.395,0.296
HOU,L,0.405,0.429
HOU,L,0.425,0.429
HOU,L,0.324,0.444
HOU,L,0.326,0.276
HOU,L,0.292,0.5
HOU,W,0.346,0.4
HOU,W,0.441,0.194
HOU,L,0.34,0.433
HOU,L,0.319,0.48
HOU,W,0.37,0.429
HOU,W,0.316,0.346
HOU,W,0.319,0.424
HOU,L,0.295,0.4
HOU,W,0.436,0.333
HOU,W,0.378,0.472
HOU,W,0.405,0.233
HOU,W,0.412,0.429
HOU,L,0.333,0.407
HOU,W,0.297,0.242
HOU,W,0.371,0.484
HOU,W,0.333,0.25
HOU,W,0.373,0.267
HOU,W,0.485,0.457
HOU,W,0.387,0.406
HOU,W,0.463,0.107
HOU,W,0.289,0.323
HOU,W,0.468,0.261
HOU,W,0.286,0.313
HOU,W,0.368,0.385
HOU,W,0.429,0.345
HOU,W,0.273,0.241
HOU,W,0.302,0.304
HOU,W,0.388,0.542
HOU,W,0.515,0.353
HOU,W,0.35,0.321
HOU,L,0.333,0.395
HOU,W,0.378,0.161
HOU,W,0.295,0.393
HOU,W,0.293,0.222
HOU,W,0.366,0.333
HOU,W,0.457,0.5
HOU,W,0.528,0.393
HOU,W,0.235,0.158
HOU,W,0.383,0.286
HOU,W,0.385,0.275
IND,W,0.265,0.4
IND,L,0.222,0.474
IND,L,0.368,0.412
IND,W,0.455,0.375
IND,L,0.345,0.37
IND,W,0.455,0.321
IND,W,0.414,0.143
IND,W,0.615,0.226
IND,L,0.286,0.5
IND,L,0.48,0.261
IND,L,0.375,0.4
IND,L,0.292,0.444
IND,W,0.414,0.259
IND,L,0.364,0.362
IND,W,0.5,0.25
IND,W,0.536,0.424
IND,W,0.478,0.351
IND,W,0.4,0.342
IND,W,0.423,0.3
IND,L,0.304,0.4
IND,W,0.577,0.39
IND,L,0.25,0.45
IND,L,0.308,0.313
IND,W,0.423,0.261
IND,W,0.353,0.385
IND,W,0.385,0.306
IND,W,0.4,0.405
IND,L,0.355,0.448
IND,L,0.3,0.406
IND,W,0.444,0.364
IND,L,0.333,0.615
IND,W,0.333,0.276
IND,W,0.435,0.444
IND,L,0.286,0.353
IND,L,0.4,0.276
IND,L,0.318,0.462
IND,L,0.4,0.211
IND,L,0.2,0.529
IND,W,0.484,0.313
IND,W,0.318,0.259
IND,L,0.056,0.433
IND,W,0.476,0.206
IND,W,0.478,0.243
IND,W,0.538,0.273
IND,L,0.269,0.313
IND,L,0.08,0.321
IND,W,0.211,0.265
IND,W,0.375,0.257
IND,L,0.419,0.351
IND,W,0.278,0.32
IND,W,0.286,0.29
IND,W,0.385,0.462
IND,L,0.414,0.455
IND,W,0.333,0.313
IND,L,0.414,0.28
IND,W,0.25,0.259
IND,W,0.429,0.257
IND,W,0.4,0.371
IND,W,0.321,0.226
IND,L,0.25,0.378
IND,L,0.344,0.31
IND,W,0.375,0.36
IND,W,0.32,0.37
IND,W,0.588,0.304
IND,L,0.13,0.355
IND,W,0.5,0.303
IND,W,0.545,0.324
IND,W,0.208,0.333
IND,L,0.292,0.375
IND,L,0.5,0.5
IND,W,0.286,0.242
IND,L,0.318,0.348
IND,W,0.355,0.385
IND,W,0.348,0.4
LAC,W,0.364,0.25
LAC,W,0.462,0.25
LAC,W,0.345,0.25
LAC,W,0.321,0.452
LAC,L,0.395,0.321
LAC,L,0.4,0.483
LAC,W,0.464,0.333
LAC,L,0.154,0.419
LAC,L,0.29,0.389
LAC,L,0.367,0.536
LAC,L,0.4,0.423
LAC,L,0.385,0.375
LAC,L,0.375,0.219
LAC,L,0.286,0.333
LAC,L,0.276,0.423
LAC,L,0.313,0.382
LAC,W,0.5,0.345
LAC,W,0.321,0.524
LAC,W,0.357,0.367
LAC,L,0.345,0.486
LAC,L,0.273,0.457
LAC,L,0.441,0.308
LAC,L,0.313,0.368
LAC,W,0.438,0.406
LAC,W,0.222,0.241
LAC,W,0.462,0.333
LAC,L,0.292,0.226
LAC,L,0.286,0.343
LAC,L,0.31,0.375
LAC,W,0.333,0.229
LAC,W,0.429,0.425
LAC,L,0.382,0.419
LAC,W,0.419,0.318
LAC,W,0.281,0.158
LAC,W,0.357,0.333
LAC,W,0.391,0.308
LAC,L,0.3,0.441
LAC,L,0.273,0.333
LAC,W,0.5,0.27
LAC,W,0.458,0.348
LAC,W,0.419,0.308
LAC,W,0.387,0.353
LAC,W,0.4,0.295
LAC,W,0.333,0.2
LAC,L,0.306,0.393
LAC,L,0.333,0.318
LAC,L,0.238,0.35
LAC,W,0.37,0.296
LAC,W,0.321,0.257
LAC,L,0.273,0.433
LAC,W,0.36,0.324
LAC,W,0.37,0.405
LAC,W,0.333,0.323
LAC,L,0.25,0.394
LAC,W,0.375,0.3
LAC,W,0.379,0.484
LAC,L,0.344,0.56
LAC,W,0.438,0.29
LAC,W,0.269,0.323
LAC,L,0.304,0.302
LAC,W,0.36,0.44
LAC,W,0.37,0.422
LAC,L,0.259,0.433
LAC,W,0.393,0.333
LAC,W,0.389,0.333
LAC,W,0.276,0.241
LAC,L,0.222,0.293
LAC,L,0.423,0.344
LAC,L,0.391,0.483
LAC,L,0.333,0.4
LAC,W,0.5,0.308
LAC,L,0.385,0.355
LAC,W,0.444,0.444
LAL,L,0.25,0.364
LAL,W,0.462,0.483
LAL,L,0.333,0.313
LAL,W,0.233,0.231
LAL,L,0.13,0.241
LAL,L,0.227,0.419
LAL,W,0.462,0.303
LAL,L,0.222,0.409
LAL,W,0.429,0.237
LAL,W,0.333,0.297
LAL,L,0.208,0.241
LAL,L,0.13,0.333
LAL,L,0.273,0.261
LAL,W,0.424,0.269
LAL,L,0.111,0.219
LAL,L,0.28,0.406
LAL,W,0.375,0.419
LAL,W,0.325,0.306
LAL,L,0.517,0.476
LAL,L,0.367,0.357
LAL,L,0.375,0.4
LAL,L,0.3,0.387
LAL,L,0.321,0.378
LAL,W,0.393,0.385
LAL,W,0.333,0.32
LAL,L,0.371,0.409
LAL,L,0.29,0.417
LAL,L,0.4,0.324
LAL,W,0.429,0.405
LAL,L,0.379,0.292
LAL,L,0.32,0.4
LAL,L,0.333,0.344
LAL,L,0.286,0.238
LAL,L,0.158,0.281
LAL,L,0.4,0.346
LAL,L,0.308,0.35
LAL,L,0.333,0.467
LAL,L,0.25,0.364
LAL,W,0.444,0.353
LAL,W,0.343,0.381
LAL,W,0.342,0.4
LAL,W,0.308,0.256
LAL,L,0.343,0.455
LAL,L,0.385,0.343
LAL,W,0.321,0.08
LAL,W,0.385,0.48
LAL,W,0.269,0.341
LAL,W,0.208,0.472
LAL,L,0.32,0.387
LAL,L,0.2,0.563
LAL,W,0.385,0.31
LAL,W,0.433,0.28
LAL,W,0.423,0.276
LAL,W,0.323,0.235
LAL,L,0.471,0.444
LAL,L,0.455,0.438
LAL,L,0.226,0.25
LAL,W,0.394,0.452
LAL,W,0.447,0.52
LAL,W,0.455,0.222
LAL,W,0.552,0.29
LAL,W,0.441,0.233
LAL,L,0.297,0.435
LAL,W,0.333,0.429
LAL,L,0.4,0.484
LAL,W,0.382,0.387
LAL,W,0.375,0.325
LAL,L,0.316,0.3
LAL,L,0.474,0.278
LAL,L,0.242,0.286
LAL,L,0.436,0.25
LAL,W,0.342,0.172
MEM,W,0.31,0.28
MEM,W,0.37,0.316
MEM,W,0.316,0.237
MEM,L,0.387,0.423
MEM,W,0.294,0.294
MEM,W,0.424,0.368
MEM,L,0.229,0.412
MEM,L,0.333,0.448
MEM,W,0.419,0.154
MEM,L,0.297,0.333
MEM,W,0.368,0.316
MEM,L,0.3,0.356
MEM,L,0.423,0.545
MEM,L,0.25,0.5
MEM,L,0.259,0.419
MEM,L,0.267,0.4
MEM,L,0.241,0.321
MEM,L,0.375,0.281
MEM,L,0.32,0.448
MEM,L,0.5,0.4
MEM,L,0.333,0.407
MEM,L,0.565,0.458
MEM,W,0.286,0.235
MEM,L,0.429,0.643
MEM,L,0.333,0.419
MEM,L,0.394,0.353
MEM,L,0.296,0.519
MEM,L,0.357,0.409
MEM,W,0.48,0.387
MEM,L,0.412,0.467
MEM,L,0.387,0.333
MEM,L,0.192,0.385
MEM,W,0.419,0.382
MEM,L,0.15,0.364
MEM,W,0.238,0.286
MEM,L,0.714,0.545
MEM,W,0.467,0.375
MEM,L,0.308,0.391
MEM,L,0.333,0.37
MEM,W,0.263,0.314
MEM,L,0.292,0.318
MEM,W,0.455,0.343
MEM,W,0.357,0.259
MEM,W,0.294,0.407
MEM,L,0.429,0.259
MEM,W,0.385,0.452
MEM,L,0.111,0.417
MEM,L,0.296,0.37
MEM,W,0.5,0.304
MEM,L,0.462,0.385
MEM,L,0.258,0.28
MEM,L,0.32,0.171
MEM,L,0.182,0.32
MEM,L,0.348,0.273
MEM,L,0.214,0.432
MEM,L,0.519,0.472
MEM,L,0.375,0.379
MEM,L,0.455,0.364
MEM,L,0.217,0.324
MEM,L,0.419,0.286
MEM,L,0.37,0.273
MEM,L,0.273,0.32
MEM,L,0.364,0.273
MEM,L,0.345,0.379
MEM,L,0.273,0.406
MEM,L,0.389,0.345
MEM,L,0.333,0.48
MEM,L,0.371,0.366
MEM,W,0.406,0.273
MEM,L,0.435,0.4
MEM,L,0.333,0.355
MEM,L,0.222,0.475
MEM,L,0.172,0.342
MIA,L,0.267,0.381
MIA,W,0.412,0.368
MIA,W,0.378,0.412
MIA,L,0.346,0.588
MIA,L,0.226,0.261
MIA,L,0.259,0.478
MIA,W,0.387,0.25
MIA,L,0.405,0.391
MIA,W,0.389,0.29
MIA,L,0.308,0.344
MIA,W,0.4,0.414
MIA,W,0.4,0.238
MIA,L,0.351,0.5
MIA,L,0.433,0.474
MIA,W,0.286,0.286
MIA,L,0.351,0.478
MIA,W,0.357,0.346
MIA,W,0.487,0.412
MIA,W,0.406,0.424
MIA,L,0.323,0.333
MIA,L,0.263,0.385
MIA,W,0.4,0.25
MIA,L,0.378,0.367
MIA,L,0.529,0.52
MIA,W,0.296,0.259
MIA,W,0.519,0.296
MIA,L,0.433,0.357
MIA,W,0.355,0.37
MIA,W,0.343,0.286
MIA,L,0.28,0.364
MIA,W,0.357,0.406
MIA,W,0.64,0.486
MIA,L,0.313,0.6
MIA,W,0.333,0.25
MIA,L,0.115,0.423
MIA,W,0.5,0.444
MIA,W,0.5,0.375
MIA,W,0.286,0.385
MIA,W,0.31,0.313
MIA,W,0.182,0.333
MIA,W,0.433,0.056
MIA,W,0.379,0.143
MIA,L,0.333,0.41
MIA,W,0.417,0.393
MIA,L,0.318,0.281
MIA,W,0.464,0.259
MIA,L,0.233,0.405
MIA,L,0.353,0.417
MIA,W,0.308,0.208
MIA,W,0.387,0.276
MIA,L,0.107,0.231
MIA,L,0.324,0.333
MIA,L,0.389,0.346
MIA,L,0.13,0.433
MIA,L,0.406,0.387
MIA,W,0.385,0.3
MIA,L,0.414,0.371
MIA,L,0.407,0.257
MIA,L,0.333,0.258
MIA,W,0.364,0.455
MIA,W,0.333,0.387
MIA,L,0.29,0.552
MIA,W,0.414,0.292
MIA,W,0.333,0.417
MIA,L,0.273,0.583
MIA,W,0.538,0.405
MIA,W,0.357,0.35
MIA,L,0.323,0.389
MIA,L,0.419,0.333
MIA,W,0.278,0.474
MIA,W,0.556,0.474
MIA,W,0.441,0.323
MIA,L,0.433,0.308
MIA,L,0.4,0.348
MIL,W,0.333,0.393
MIL,L,0.314,0.423
MIL,W,0.389,0.393
MIL,W,0.346,0.269
MIL,L,0.44,0.367
MIL,W,0.5,0.448
MIL,L,0.29,0.429
MIL,L,0.528,0.56
MIL,L,0.4,0.308
MIL,L,0.433,0.5
MIL,W,0.278,0.31
MIL,W,0.261,0.273
MIL,W,0.545,0.423
MIL,W,0.364,0.405
MIL,L,0.24,0.5
MIL,L,0.182,0.375
MIL,W,0.276,0.318
MIL,L,0.381,0.563
MIL,W,0.409,0.294
MIL,W,0.3,0.261
MIL,W,0.316,0.458
MIL,L,0.429,0.455
MIL,W,0.364,0.333
MIL,W,0.333,0.417
MIL,W,0.412,0.348
MIL,L,0.296,0.52
MIL,L,0.273,0.364
MIL,L,0.296,0.314
MIL,W,0.379,0.39
MIL,W,0.276,0.462
MIL,L,0.308,0.429
MIL,L,0.323,0.357
MIL,W,0.333,0.321
MIL,W,0.31,0.28
MIL,L,0.481,0.424
MIL,W,0.529,0.2
MIL,L,0.412,0.303
MIL,W,0.318,0.381
MIL,L,0.259,0.318
MIL,W,0.211,0.276
MIL,L,0.393,0.333
MIL,L,0.143,0.379
MIL,W,0.5,0.286
MIL,L,0.393,0.417
MIL,L,0.313,0.4
MIL,W,0.294,0.346
MIL,W,0.522,0.235
MIL,W,0.464,0.353
MIL,W,0.393,0.077
MIL,L,0.207,0.368
MIL,W,0.292,0.2
MIL,W,0.421,0.31
MIL,W,0.308,0.217
MIL,L,0.3,0.385
MIL,W,0.36,0.267
MIL,W,0.32,0.343
MIL,L,0.346,0.6
MIL,W,0.5,0.265
MIL,L,0.28,0.333
MIL,L,0.385,0.35
MIL,L,0.333,0.31
MIL,L,0.36,0.375
MIL,W,0.435,0.5
MIL,L,0.304,0.588
MIL,L,0.321,0.35
MIL,W,0.444,0.25
MIL,W,0.48,0.333
MIL,L,0.417,0.529
MIL,W,0.44,0.333
MIL,L,0.258,0.395
MIL,L,0.308,0.5
MIL,W,0.5,0.462
MIL,W,0.333,0.235
MIN,L,0.421,0.381
MIN,W,0.318,0.409
MIN,W,0.4,0.355
MIN,L,0.375,0.455
MIN,L,0.36,0.441
MIN,W,0.364,0.286
MIN,W,0.478,0.259
MIN,W,0.273,0.258
MIN,W,0.417,0.37
MIN,W,0.417,0.321
MIN,L,0.208,0.417
MIN,L,0.2,0.385
MIN,W,0.5,0.35
MIN,W,0.5,0.292
MIN,W,0.433,0.211
MIN,L,0.227,0.32
MIN,L,0.222,0.423
MIN,W,0.348,0.324
MIN,L,0.412,0.487
MIN,W,0.429,0.5
MIN,L,0.333,0.357
MIN,W,0.391,0.4
MIN,L,0.5,0.308
MIN,W,0.308,0.441
MIN,L,0.235,0.286
MIN,W,0.368,0.313
MIN,W,0.368,0.355
MIN,L,0.172,0.423
MIN,W,0.476,0.424
MIN,L,0.333,0.458
MIN,W,0.368,0.417
MIN,W,0.333,0.464
MIN,W,0.375,0.344
MIN,W,0.344,0.333
MIN,W,0.414,0.385
MIN,L,0.321,0.333
MIN,W,0.211,0.4
MIN,W,0.35,0.308
MIN,L,0.091,0.467
MIN,L,0.304,0.167
MIN,W,0.5,0.207
MIN,W,0.323,0.342
MIN,W,0.35,0.24
MIN,W,0.37,0.5
MIN,W,0.368,0.44
MIN,L,0.438,0.355
MIN,L,0.333,0.436
MIN,W,0.438,0.364
MIN,W,0.318,0.333
MIN,L,0.375,0.548
MIN,L,0.3,0.568
MIN,W,0.19,0.3
MIN,L,0.368,0.382
MIN,L,0.417,0.31
MIN,W,0.368,0.207
MIN,W,0.476,0.242
MIN,L,0.576,0.512
MIN,L,0.364,0.346
MIN,W,0.375,0.4
MIN,L,0.261,0.468
MIN,W,0.25,0.226
MIN,L,0.385,0.368
MIN,W,0.314,0.261
MIN,W,0.438,0.364
MIN,L,0.2,0.3
MIN,L,0.529,0.31
MIN,L,0.387,0.344
MIN,W,0.3,0.278
